id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2019-1415532";"2019-02-14";"1";"Vente en l'état futur d'achèvement";"185000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"20";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415532";"2019-02-14";"1";"Vente en l'état futur d'achèvement";"185000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"131";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415534";"2019-02-13";"1";"Vente en l'état futur d'achèvement";"299000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"71";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415534";"2019-02-13";"1";"Vente en l'état futur d'achèvement";"299000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"107";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415536";"2019-02-13";"1";"Vente en l'état futur d'achèvement";"198142.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"90";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415536";"2019-02-13";"1";"Vente en l'état futur d'achèvement";"198142.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"21";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415518";"2019-02-11";"1";"Vente en l'état futur d'achèvement";"161700.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"14";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415482";"2019-02-07";"1";"Vente en l'état futur d'achèvement";"335000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"122";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415482";"2019-02-07";"1";"Vente en l'état futur d'achèvement";"335000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"60";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415540";"2019-02-06";"1";"Vente";"183000.0";"5.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0237";"None";"None";"7";"41.19";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"41.0";"2.0";"None";"None";"None";"None";"nan";"2.362922";"48.938465";"0000T"
"2019-1415540";"2019-02-06";"1";"Vente";"183000.0";"3.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0237";"None";"None";"59";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.362922";"48.938465";"0000T"
"2019-1415480";"2019-02-05";"1";"Vente en l'état futur d'achèvement";"289900.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"88";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415480";"2019-02-05";"1";"Vente en l'état futur d'achèvement";"289900.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"33";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415526";"2019-02-05";"1";"Vente en l'état futur d'achèvement";"274476.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"79";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415526";"2019-02-05";"1";"Vente en l'état futur d'achèvement";"274476.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"31";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415481";"2019-02-01";"1";"Vente en l'état futur d'achèvement";"236935.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"2";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415481";"2019-02-01";"1";"Vente en l'état futur d'achèvement";"236935.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"135";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415315";"2019-01-31";"1";"Vente en l'état futur d'achèvement";"215000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"97";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415315";"2019-01-31";"1";"Vente en l'état futur d'achèvement";"215000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"46";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415340";"2019-01-31";"1";"Vente en l'état futur d'achèvement";"270000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"42";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415340";"2019-01-31";"1";"Vente en l'état futur d'achèvement";"270000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"96";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415335";"2019-01-30";"1";"Vente en l'état futur d'achèvement";"249500.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"98";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415335";"2019-01-30";"1";"Vente en l'état futur d'achèvement";"249500.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"41";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415159";"2019-01-15";"1";"Vente en l'état futur d'achèvement";"239400.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"5";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415159";"2019-01-15";"1";"Vente en l'état futur d'achèvement";"239400.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"82";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415297";"2019-01-11";"1";"Vente en l'état futur d'achèvement";"174517.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"29";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2019-1415148";"2019-01-09";"1";"Vente en l'état futur d'achèvement";"256500.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"34";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415148";"2019-01-09";"1";"Vente en l'état futur d'achèvement";"256500.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"93";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415150";"2019-01-09";"1";"Vente en l'état futur d'achèvement";"345600.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"36";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415150";"2019-01-09";"1";"Vente en l'état futur d'achèvement";"345600.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"83";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415151";"2019-01-03";"1";"Vente en l'état futur d'achèvement";"150000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"9";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1315093";"2018-12-28";"1";"Vente en l'état futur d'achèvement";"350000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"27";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1315093";"2018-12-28";"1";"Vente en l'état futur d'achèvement";"350000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"112";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1315096";"2018-12-28";"1";"Vente en l'état futur d'achèvement";"193900.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"28";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1315058";"2018-12-27";"1";"Vente en l'état futur d'achèvement";"179000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"37";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1315058";"2018-12-27";"1";"Vente en l'état futur d'achèvement";"179000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"114";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1315071";"2018-12-27";"1";"Vente en l'état futur d'achèvement";"184521.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"12";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1315085";"2018-12-27";"1";"Vente en l'état futur d'achèvement";"190000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"15";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1315086";"2018-12-27";"1";"Vente en l'état futur d'achèvement";"167569.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"8";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1314965";"2018-12-21";"1";"Vente en l'état futur d'achèvement";"284300.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"133";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1314965";"2018-12-21";"1";"Vente en l'état futur d'achèvement";"284300.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"38";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1315115";"2018-12-20";"1";"Vente en l'état futur d'achèvement";"15000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1010";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2018-1314952";"2018-12-20";"1";"Vente en l'état futur d'achèvement";"173700.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"18";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1314952";"2018-12-20";"1";"Vente en l'état futur d'achèvement";"173700.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"119";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1315133";"2018-12-19";"1";"Vente en l'état futur d'achèvement";"175000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"11";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"65.0";"3.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1315269";"2018-12-18";"1";"Vente";"100000.0";"57.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0141";"None";"None";"18";"33.49";"8";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"33.0";"2.0";"None";"None";"None";"None";"nan";"2.365532";"48.936195";"0000T"
"2018-1314883";"2018-12-17";"1";"Vente en l'état futur d'achèvement";"179200.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"113";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1314883";"2018-12-17";"1";"Vente en l'état futur d'achèvement";"179200.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"4";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1314899";"2018-12-17";"1";"Vente en l'état futur d'achèvement";"277763.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"95";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1314899";"2018-12-17";"1";"Vente en l'état futur d'achèvement";"277763.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"11";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1315129";"2018-12-14";"1";"Vente en l'état futur d'achèvement";"255000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"27";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"75.0";"4.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1315139";"2018-12-14";"1";"Vente en l'état futur d'achèvement";"212375.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"26";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"69.0";"3.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1315117";"2018-12-14";"1";"Vente en l'état futur d'achèvement";"15000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1027";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2018-1314677";"2018-12-11";"1";"Vente en l'état futur d'achèvement";"243800.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"77";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1314677";"2018-12-11";"1";"Vente en l'état futur d'achèvement";"243800.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"32";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1314757";"2018-12-10";"1";"Vente en l'état futur d'achèvement";"180900.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"43";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1314933";"2018-12-07";"1";"Vente en l'état futur d'achèvement";"149000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"10";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"47.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1314949";"2018-12-05";"1";"Vente";"275000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"22";"74.77";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"73.0";"3.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2018-1314949";"2018-12-05";"1";"Vente";"275000.0";"26.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"72";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2018-1314864";"2018-12-04";"1";"Vente en l'état futur d'achèvement";"260000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"34";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"83.0";"4.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1314821";"2018-12-03";"1";"Vente en l'état futur d'achèvement";"199000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"43";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1314858";"2018-11-28";"1";"Vente";"209000.0";"28.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"45";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"54.0";"3.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2018-1314858";"2018-11-28";"1";"Vente";"209000.0";"26.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"62";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2018-1314575";"2018-11-28";"1";"Vente en l'état futur d'achèvement";"239000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"30";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1314575";"2018-11-28";"1";"Vente en l'état futur d'achèvement";"239000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"80";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2018-1314544";"2018-11-20";"1";"Vente en l'état futur d'achèvement";"226542.06";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"25";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"65.0";"3.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1314614";"2018-11-20";"1";"Vente";"265000.0";"3.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0238";"None";"None";"51";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"64.0";"3.0";"None";"None";"None";"None";"nan";"2.362232";"48.938721";"0000T"
"2018-1314614";"2018-11-20";"1";"Vente";"265000.0";"1.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0238";"None";"None";"64";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.362232";"48.938721";"0000T"
"2018-1314337";"2018-11-15";"1";"Vente";"76000.0";"7.0";"None";"AV JEAN MOULIN";"4751";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0088";"None";"None";"44";"18.46";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"15.0";"1.0";"None";"None";"None";"None";"nan";"2.362791";"48.940308";"0000T"
"2018-1314445";"2018-11-13";"1";"Vente en l'état futur d'achèvement";"189000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"37";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"66.0";"3.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
