id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2019-1419043";"2019-09-23";"1";"Vente en l'état futur d'achèvement";"277700.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"125";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1419384";"2019-09-23";"1";"Vente";"15000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1003";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1419129";"2019-09-12";"1";"Vente";"25000.0";"26.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1039";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1419129";"2019-09-12";"1";"Vente";"25000.0";"26.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1038";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1418515";"2019-08-06";"1";"Vente en l'état futur d'achèvement";"239618.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"41";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"80.0";"4.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2019-1418412";"2019-08-02";"1";"Vente en l'état futur d'achèvement";"175000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"40";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"39.0";"2.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1418077";"2019-07-22";"1";"Vente en l'état futur d'achèvement";"305000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"62";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"65.0";"3.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1418077";"2019-07-22";"1";"Vente en l'état futur d'achèvement";"305000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"101";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1418455";"2019-07-16";"1";"Vente";"339000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"2";"94.82";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"90.0";"4.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1418455";"2019-07-16";"1";"Vente";"339000.0";"26.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"82";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1417877";"2019-07-12";"1";"Vente en l'état futur d'achèvement";"179000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"45";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"34.0";"1.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1417799";"2019-07-08";"1";"Vente en l'état futur d'achèvement";"357000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"72";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"83.0";"4.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1417816";"2019-07-08";"1";"Vente en l'état futur d'achèvement";"390000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"53";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"95.0";"3.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1417799";"2019-07-08";"1";"Vente en l'état futur d'achèvement";"357000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"117";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1417816";"2019-07-08";"1";"Vente en l'état futur d'achèvement";"390000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"132";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1417891";"2019-06-27";"1";"Vente";"120000.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"34";"nan";"60";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"48.0";"2.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2019-1417891";"2019-06-27";"1";"Vente";"120000.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"90";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2019-1417479";"2019-06-21";"1";"Vente en l'état futur d'achèvement";"290000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"26";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"80.0";"4.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1417479";"2019-06-21";"1";"Vente en l'état futur d'achèvement";"290000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"84";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1417333";"2019-06-05";"1";"Vente";"15000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1031";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1417426";"2019-06-03";"1";"Vente";"320000.0";"25.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0055";"None";"None";"2";"nan";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"83.0";"4.0";"None";"None";"None";"None";"nan";"2.362605";"48.937387";"0000T"
"2019-1417183";"2019-05-29";"1";"Vente en l'état futur d'achèvement";"359000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"24";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"83.0";"4.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1417183";"2019-05-29";"1";"Vente en l'état futur d'achèvement";"359000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"99";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1417271";"2019-05-28";"1";"Vente";"190000.0";"38.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"13";"51.85";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1417271";"2019-05-28";"1";"Vente";"190000.0";"26.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"89";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1417042";"2019-05-23";"1";"Vente en l'état futur d'achèvement";"390000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"54";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"80.0";"4.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1417042";"2019-05-23";"1";"Vente en l'état futur d'achèvement";"390000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"121";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1417136";"2019-05-17";"1";"Vente";"25000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1034";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1417136";"2019-05-17";"1";"Vente";"25000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1033";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1416900";"2019-05-15";"1";"Vente en l'état futur d'achèvement";"278700.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"68";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"59.0";"3.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1417062";"2019-05-15";"1";"Vente";"228000.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"21";"nan";"79";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"78.0";"3.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2019-1416900";"2019-05-15";"1";"Vente en l'état futur d'achèvement";"278700.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"115";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1417062";"2019-05-15";"1";"Vente";"228000.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"88";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2019-1417050";"2019-05-13";"1";"Vente";"326490.0";"26.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"49";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"103.0";"4.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1417021";"2019-05-13";"1";"Vente";"25000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1011";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1417021";"2019-05-13";"1";"Vente";"25000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1012";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1417050";"2019-05-13";"1";"Vente";"326490.0";"26.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"107";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1416829";"2019-04-25";"1";"Vente";"15000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1001";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1416519";"2019-04-18";"1";"Vente en l'état futur d'achèvement";"360000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"75";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"84.0";"4.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1416519";"2019-04-18";"1";"Vente en l'état futur d'achèvement";"360000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"118";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1416379";"2019-04-09";"1";"Vente en l'état futur d'achèvement";"225000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"67";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"51.0";"2.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1416628";"2019-04-09";"1";"Vente en l'état futur d'achèvement";"268000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"36";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"79.0";"4.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2019-1416379";"2019-04-09";"1";"Vente en l'état futur d'achèvement";"225000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"136";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1416314";"2019-04-05";"1";"Vente";"190000.0";"30.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"38";"43.24";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"43.0";"2.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1416390";"2019-04-05";"1";"Vente en l'état futur d'achèvement";"252520.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"51";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"55.0";"3.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1416487";"2019-04-05";"1";"Vente";"196500.0";"5.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0237";"None";"None";"17";"40.85";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"40.0";"2.0";"None";"None";"None";"None";"nan";"2.362922";"48.938465";"0000T"
"2019-1416314";"2019-04-05";"1";"Vente";"190000.0";"26.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"103";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1416487";"2019-04-05";"1";"Vente";"196500.0";"3.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0237";"None";"None";"55";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.362922";"48.938465";"0000T"
"2019-1416310";"2019-04-03";"1";"Vente";"147000.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"27";"49.09";"55";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"48.0";"2.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2019-1416333";"2019-04-02";"1";"Vente en l'état futur d'achèvement";"227000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"120";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1416333";"2019-04-02";"1";"Vente en l'état futur d'achèvement";"227000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"59";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1416208";"2019-03-29";"1";"Vente en l'état futur d'achèvement";"154200.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"39.0";"2.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1416154";"2019-03-22";"1";"Vente en l'état futur d'achèvement";"167000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"47";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"39.0";"2.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1416154";"2019-03-22";"1";"Vente en l'état futur d'achèvement";"167000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"103";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1416254";"2019-03-20";"1";"Vente en l'état futur d'achèvement";"15000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1036";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1416108";"2019-03-08";"1";"Vente en l'état futur d'achèvement";"15000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1032";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2019-1415857";"2019-03-08";"1";"Vente en l'état futur d'achèvement";"245700.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"10";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415857";"2019-03-08";"1";"Vente en l'état futur d'achèvement";"245700.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"91";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415861";"2019-03-08";"1";"Vente en l'état futur d'achèvement";"212800.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"129";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415861";"2019-03-08";"1";"Vente en l'état futur d'achèvement";"212800.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"44";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415853";"2019-03-07";"1";"Vente en l'état futur d'achèvement";"180000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"39";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415862";"2019-03-05";"1";"Vente en l'état futur d'achèvement";"210000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"110";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415862";"2019-03-05";"1";"Vente en l'état futur d'achèvement";"210000.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"63";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415778";"2019-03-01";"1";"Vente en l'état futur d'achèvement";"183128.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415844";"2019-02-28";"1";"Vente";"199000.0";"7.0";"None";"AV JEAN MOULIN";"4751";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0088";"None";"None";"26";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"2.362791";"48.940308";"0000T"
"2019-1415618";"2019-02-20";"1";"Vente en l'état futur d'achèvement";"283500.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"86";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415618";"2019-02-20";"1";"Vente en l'état futur d'achèvement";"283500.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"13";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415572";"2019-02-15";"1";"Vente en l'état futur d'achèvement";"255600.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"94";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415572";"2019-02-15";"1";"Vente en l'état futur d'achèvement";"255600.0";"nan";"None";"CHE DES BAS PRES";"0612";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0245";"None";"None";"35";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.364807";"48.93634";"0000T"
"2019-1415735";"2019-02-14";"1";"Vente en l'état futur d'achèvement";"12000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1028";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
