"address","location/lat","location/lng","name","numberOfGuests","pricing/nights","pricing/rate/amount","pricing/rate/amountFormatted","pricing/rate/currency","pricing/rate/isMicrosAccuracy","pricing/rateType","pricing/totalPrice/accommodation","pricing/totalPrice/amount","pricing/totalPrice/amountFormatted","pricing/totalPrice/cleaningFee","pricing/totalPrice/currency","pricing/totalPrice/guestFee","roomType","stars","url"
"Paris, Île-de-France, France","48.859","2.349","Hôtel de Ville - Musée Pompidou 28: apt. for 2","2","1","327","$327","USD","false","nightly","307","327","$327","20","USD","0","Entire rental unit","4","https://www.airbnb.com/rooms/21888686"
"Paris, Île-de-France, France","48.871","2.298","Chambre Supérieure","2","1","355","$355","USD","false","nightly","355","355","$355",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/35159750"
"Paris, Île-de-France, France","48.87264","2.31904","Executive Room","3","1","297","$297","USD","false","nightly","297","297","$297",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/35898532"
"., Paris, France","48.879","2.296","Elegant room with separate beds and free breakfast next to the Champs-Elysées","1","1","436","$436","USD","false","nightly","436","436","$436",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/23317858"
"Paris, Île-de-France, France","48.838","2.346","One By The Five dans le quartier Latin","2","1","421","$421","USD","false","nightly","421","421","$421",,"USD","0","Room in hotel",,"https://www.airbnb.com/rooms/50909166"
"Paris, Île-de-France, France","48.85","2.289","★ Superb Classic Room","2","1","327","$327","USD","false","nightly","327","327","$327",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/46462622"
"Paris, Île-de-France, France","48.84929","2.29249","Chambre Double Belle Vue sur Tour Eiffel","2","1","337","$337","USD","false","nightly","337","337","$337",,"USD","0","Room in hotel",,"https://www.airbnb.com/rooms/50606507"
"Paris, Île-de-France Region, France","48.88","2.292","Hotel Regent's Garden**** Apartment - Garden view","2","1","349","$349","USD","false","nightly","349","349","$349",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/33331595"
"Paris, France","48.853","2.344","Chambre Supérieure Twin","2","1","404","$404","USD","false","nightly","404","404","$404",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/35242490"
"Paris, France","48.88929","2.34202","Paris Montmartre, Studio 20m2 dans résidence avec services hôteliers","2","1","335","$335","USD","false","nightly","335","335","$335",,"USD","0","Entire serviced apartment","5","https://www.airbnb.com/rooms/28958007"
"., Paris, France","48.879","2.296","Elegant room next to the Champs-Elysées w/ free breakfast","1","1","436","$436","USD","false","nightly","436","436","$436",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/23317783"
"Paris, Île-de-France, France","48.874","2.281","Suite Deluxe","4","1","360","$360","USD","false","nightly","360","360","$360",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35154330"
"Paris, Île-de-France, France","48.86415","2.28806","2 bd 16th Arrondissement Trocadero Flat-Sleeps 4-6","6","1","470","$470","USD","false","nightly","273","470","$470","139","USD","58","Entire rental unit","5","https://www.airbnb.com/rooms/40556258"
"Paris, Île-de-France, France","48.871","2.298","Chambre Deluxe avec Veranda","2","1","400","$400","USD","false","nightly","400","400","$400",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35147953"
"Paris, Île-de-France, France","48.87209","2.30291","Chambre Double Classique","2","1","446","$446","USD","false","nightly","446","446","$446",,"USD","0","Room in boutique hotel",,"https://www.airbnb.com/rooms/43042274"
"Paris, Île-de-France, France","48.871","2.298","Chambre Tradition Confort","2","1","378","$378","USD","false","nightly","378","378","$378",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35147938"
"Paris, Île-de-France, France","48.868","2.289","Hotel Pastel, Suite Junior - ""La Confidente""","2","1","316","$316","USD","false","nightly","316","316","$316",,"USD",,"Room in hotel",,"https://www.airbnb.com/rooms/37629105"
"Paris, France","48.86413","2.34128","Futuristic colorful room next to Le Louvre","2","1","370","$370","USD","false","nightly","370","370","$370",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/25792169"
"Paris, Île-de-France, France","48.8677","2.33842","Hotel Malte**** - Superior Twin room","2","1","344","$344","USD","false","nightly","344","344","$344",,"USD","0","Room in boutique hotel",,"https://www.airbnb.com/rooms/38953922"
"Paris, Île-de-France, France","48.8597","2.34317","L'Empire Hotel - Triple Deluxe Disabled Access","3","1","396","$396","USD","false","nightly","396","396","$396",,"USD","0","Room in hotel",,"https://www.airbnb.com/rooms/42045436"
"Paris, Île-de-France Region, France","48.844","2.295","Spacious Garden with Spa and Garden Pool","2","1","340","$340","USD","false","nightly","340","340","$340",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/27355859"
"Paris, Île-de-France, France","48.85134","2.37544","Charmant et calme studio proche marché d’Aligre","2","1","334","$334","USD","false","nightly","248","334","$334","45","USD","41","Entire rental unit","5","https://www.airbnb.com/rooms/17659493"
"Paris, Île-de-France, France","48.86307","2.35817","❤️ Room - HOTEL ""Au Cœur du MARAIS""","2","1","297","$297","USD","false","nightly","297","297","$297",,"USD",,"Room in hotel","5","https://www.airbnb.com/rooms/38203059"
"Paris, Île-de-France Region, France","48.84966","2.34851","Very “Chic” room in a central location with swimming pool access","2","1","493","$493","USD","false","nightly","493","493","$493",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/28602915"
"Paris, France","48.88","2.328","Magnifique Chambre pour deux dans Paris Centre","2","1","323","$323","USD","false","nightly","323","323","$323",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/49087935"
"Paris, France","48.874","2.304","Single room breakfasts included","1","1","268","$268","USD","false","nightly","268","268","$268",,"USD",,"Room in boutique hotel","3.5","https://www.airbnb.com/rooms/26046502"
"Paris, Île-de-France, France","48.88011","2.33335","Hotel Joyce*** - Connecting room","3","1","410","$410","USD","false","nightly","410","410","$410",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38931434"
"Paris, Île-de-France, France","48.847","2.352","Double Standard Labyrinthe room Latin Quarter","2","1","290","$290","USD","false","nightly","290","290","$290",,"USD",,"Room in hotel","4.5","https://www.airbnb.com/rooms/38873292"
"Paris, Île-de-France, France","48.86645","2.35351","Hotel 123 Sébastopol**** Privilege Twin - Balcony","2","1","491","$491","USD","false","nightly","491","491","$491",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38954875"
"Paris, Île-de-France, France","48.874","2.322","★ Lovely Room with terrace in Paris","2","1","436","$436","USD","false","nightly","436","436","$436",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/35153559"
"Courbevoie, Île-de-France, France","48.89473","2.24753","Paris La Defense 3P Apt -  Terrasse & Eiffel view","5","1","340","$340","USD","false","nightly","298","340","$340",,"USD","42","Entire rental unit","5","https://www.airbnb.com/rooms/45572921"
"Paris, Île-de-France, France","48.85727","2.28025","Chambre Duo","2","1","336","$336","USD","false","nightly","336","336","$336",,"USD","0","Room in hotel","5","https://www.airbnb.com/rooms/51441192"
"Paris, Île-de-France, France","48.858","2.35","★ Superbe Chambre Triple avec balcon","3","1","405","$405","USD","false","nightly","405","405","$405",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/46275518"
"Paris, Île-de-France, France","48.87","2.343","Charming & K-osy double room perfect for 2","2","1","262","$262","USD","false","nightly","262","262","$262",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35643250"
"Paris, Île-de-France, France","48.86786","2.3588","❤️ Chambre sur Rue","2","1","286","$286","USD","false","nightly","286","286","$286",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/51012362"
"Paris, Île-de-France, France","48.85091","2.29748","Spacious Superior room steps from the Eiffel Tower","2","1","366","$366","USD","false","nightly","366","366","$366",,"USD","0","Room in boutique hotel",,"https://www.airbnb.com/rooms/46594891"
"Paris, Île-de-France, France","48.847","2.302","Superior Room Courtyard View","2","1","304","$304","USD","false","nightly","304","304","$304",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/35144516"
"Paris, France","48.874","2.344","Nice Room near Grands Boulevards","2","1","340","$340","USD","false","nightly","340","340","$340",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/25419922"
"Paris, Île-de-France, France","48.86593","2.36869","CHAMBRE SUR RUE","2","1","266","$266","USD","false","nightly","266","266","$266",,"USD","0","Room in hotel","5","https://www.airbnb.com/rooms/45857580"
"Paris, Île-de-France Region, France","48.862","2.35","Deluxe Snob Room in ""Les Halles""","2","1","426","$426","USD","false","nightly","426","426","$426",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/28331061"
"Paris, France","48.882","2.337","Romantic Deluxe Room with Jacuzzi","2","1","380","$380","USD","false","nightly","380","380","$380",,"USD",,"Room in boutique hotel","4","https://www.airbnb.com/rooms/23517478"
"Paris, Île-de-France, France","48.87554","2.34276","Heart of ParisMontmarte/Opéra with breakfast","2","1","302","$302","USD","false","nightly","302","302","$302",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/17472879"
"Paris, France","48.853","2.344","Chambre Tradition","2","1","349","$349","USD","false","nightly","349","349","$349",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/35242478"
"Paris, Île-de-France Region, France","48.858","2.308","Pretty designer room close to the Orsay Museum","2","1","387","$387","USD","false","nightly","387","387","$387",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/31634779"
"Paris, Île-de-France, France","48.86821","2.3385","Hotel Malte**** - Privilege room","3","1","447","$447","USD","false","nightly","447","447","$447",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38953990"
"9th District, Paris, Paris, France","48.88031","2.32769","Tour Eiffel Room - Spa Bathtub","2","1","469","$469","USD","false","nightly","469","469","$469",,"USD",,"Room in hotel","5","https://www.airbnb.com/rooms/24953329"
"Paris, Île-de-France, France","48.86425","2.37507","Residence Oberkampf - Deluxe Atelier","4","1","441","$441","USD","false","nightly","372","441","$441","69","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/30796690"
"Paris, Île-de-France, France","48.868","2.352","2 BDR in the center of PARIS","6","1","462","$462","USD","false","nightly","333","462","$462","129","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/38798785"
"Paris, Île-de-France, France","48.857","2.285","Studio Deluxe - Tour Eiffel - 3","2","1","359","$359","USD","false","nightly","314","359","$359","45","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/32624303"
"Paris, Île-de-France, France","48.869","2.335","Opéra - Vendôme 11 : cosy apartment for 4","4","1","307","$307","USD","false","nightly","287","307","$307","20","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/31394681"
"Paris, Île-de-France, France","48.87236","2.3434","Hotel Acadia*** Family room","4","1","302","$302","USD","false","nightly","302","302","$302",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/38889793"
"Paris, Île-de-France, France","48.858","2.346","Chambre Tradition","2","1","356","$356","USD","false","nightly","356","356","$356",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/41227847"
"Paris, France","48.863","2.361","Une grand chambre confortable pour 2 au coeur du Marais !","2","1","334","$334","USD","false","nightly","334","334","$334",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/25474580"
"Paris, Île-de-France, France","48.87391","2.35424","Appartement haussmanien - Paris 10","2","1","329","$329","USD","false","nightly","258","329","$329","30","USD","41","Private room in rental unit","4.5","https://www.airbnb.com/rooms/48078675"
"Paris, Île-de-France, France","48.852","2.338","★ Spacious family suite in Saint Germain","4","1","491","$491","USD","false","nightly","491","491","$491",,"USD","0","Room in hotel","5","https://www.airbnb.com/rooms/53802713"
"Paris, Île-de-France, France","48.87851","2.34462","Hotel Palm*** Standard Double room","2","1","286","$286","USD","false","nightly","286","286","$286",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38929029"
"Paris, Île-de-France, France","48.868","2.289","Hotel Pastel, Original Room","2","1","277","$277","USD","false","nightly","277","277","$277",,"USD",,"Room in hotel",,"https://www.airbnb.com/rooms/37629055"
"Paris, Île-de-France, France","48.861","2.344","★ Lovely classic room for 2 guests","2","1","327","$327","USD","false","nightly","327","327","$327",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/54062293"
"Paris, Île-de-France, France","48.86968","2.33552","Opéra - Vendôme 15 : cosy apartment for 4","4","1","307","$307","USD","false","nightly","287","307","$307","20","USD","0","Entire rental unit","4","https://www.airbnb.com/rooms/46807297"
"Paris, Île-de-France Region, France","48.85027","2.3399","Romantic and cosy room in Saint-Germain","2","1","467","$467","USD","false","nightly","467","467","$467",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/29669806"
"Paris, Île-de-France, France","48.84776","2.29952","Chambre Classique au coeur de Paris","2","1","330","$330","USD","false","nightly","330","330","$330",,"USD","0","Room in boutique hotel",,"https://www.airbnb.com/rooms/52297663"
"Paris, Île-de-France, France","48.8761","2.33139","♥ Bright apartment near Saint-Lazarre - 8P","8","1","416","$416","USD","false","nightly","312","416","$416","104","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/30305561"
"Paris, Île-de-France, France","48.854","2.308","Chambre Supérieure","2","1","335","$335","USD","false","nightly","335","335","$335",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35157589"
"Paris, Île-de-France, France","48.848","2.342","French Theory - The Companion Room","2","1","345","$345","USD","false","nightly","345","345","$345",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/39411149"
"Paris, Île-de-France, France","48.86614","2.33676","Hotel Malte**** - Superior Double room","2","1","344","$344","USD","false","nightly","344","344","$344",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38953822"
"Paris, Île-de-France, France","48.87248","2.30152","Sonder Atala, Champs-Élysées | Spacious King Room w/ Breakfast","2","1","386","$386","USD","false","nightly","386","386","$386",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/51427221"
"Paris, Île-de-France, France","48.871","2.298","Superbe Chambre pour deux","2","1","292","$292","USD","false","nightly","292","292","$292",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/35147934"
"Paris, France","48.8373","2.32284","Parisian Lifestyle Strong Hygiene Measures","2","1","272","$272","USD","false","nightly","272","272","$272",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/24768440"
"Paris, Île-de-France, France","48.87475","2.31733","Hotel Augustin*** Family room","4","1","313","$313","USD","false","nightly","313","313","$313",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38894910"
"Paris, Île-de-France, France","48.85518","2.35715","Grand Studio - Rivoli / Louvre- 2 Guests","2","1","467","$467","USD","false","nightly","403","467","$467","64","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/22097258"
"Paris, Île-de-France, France","48.83879","2.34837","Room with pool & sauna access","2","1","336","$336","USD","false","nightly","336","336","$336",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/34193228"
"Paris, Île-de-France, France","48.857","2.285","Suite Deluxe - Vue Tour Eiffel - 6","4","1","418","$418","USD","false","nightly","368","418","$418","50","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/21723211"
"Paris, Île-de-France, France","48.86686","2.35244","Hotel 123 Sebastopol**** Standard Double room","2","1","377","$377","USD","false","nightly","377","377","$377",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38954392"
"Paris, Île-de-France Region, France","48.85059","2.3106","Friendliness & BB in the center of Paris","2","1","435","$435","USD","false","nightly","435","435","$435",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/27004700"
"Paris, Île-de-France, France","48.872","2.326","Superbe appartement- 4P-Madeleine/Opéra","4","1","369","$369","USD","false","nightly","314","369","$369","55","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/44145801"
"Paris, Île-de-France, France","48.872","2.327","Le Basile - Double Room, Bright and arty boutique!","2","1","262","$262","USD","false","nightly","262","262","$262",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38188240"
"Paris, Île-de-France, France","48.87265","2.30141","Sonder Atala, Champs-Élysées | Queen Room w/ Breakfast","2","1","341","$341","USD","false","nightly","341","341","$341",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/51426246"
"Paris, Île-de-France, France","48.854","2.308","Superb Room for two","2","1","302","$302","USD","false","nightly","302","302","$302",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35157584"
"Paris, Île-de-France, France","48.869","2.347","PARIS CITY FLAT","8","1","497","$497","USD","false","nightly","347","497","$497","159","USD","61","Entire serviced apartment","5","https://www.airbnb.com/rooms/19154824"
"Paris, Île-de-France, France","48.86528","2.32335","Luxury 2 Bedroom - Louvre & Champs Elysees","6","1","484","$484","USD","false","nightly","415","484","$484","69","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/22367430"
"Paris, France","48.853","2.344","Superb room for two","2","1","327","$327","USD","false","nightly","327","327","$327",,"USD",,"Room in boutique hotel","5","https://www.airbnb.com/rooms/35242476"
"Paris, Île-de-France, France","48.8671","2.35208","Hotel Le 123 Sébastopol**** Standard Twin room","2","1","377","$377","USD","false","nightly","377","377","$377",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38954508"
"Paris, Île-de-France, France","48.869","2.349","Sweet Inn | Stylish 2BR near the City centre","4","1","502","$502","USD","false","nightly","433","502","$502","69","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/35458825"
"Paris, Île-de-France, France","48.852","2.347","TENDERNESS AT NOTRE DAME","4","1","397","$397","USD","false","nightly","298","397","$397","99","USD","0","Entire rental unit","5","https://www.airbnb.com/rooms/5250277"
"Paris, France","48.868","2.351","Magnifique Appart 1BR/4P - Montorgueil 6","4","1","317","$317","USD","false","nightly","267","317","$317","50","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/43939033"
"Paris, Île-de-France, France","48.85521","2.33886","Romantic flat in the heart of Paris","4","1","382","$382","USD","false","nightly","248","382","$382","79","USD","55","Entire rental unit","4.5","https://www.airbnb.com/rooms/28860190"
"Paris, Île-de-France, France","48.85144","2.2899","L'Epicerie Chic - Eiffel tower","4","1","509","$509","USD","false","nightly","347","509","$509","89","USD","73","Entire rental unit","5","https://www.airbnb.com/rooms/38158931"
"Paris, Île-de-France, France","48.881","2.352","Superior Double Room - Avalon Paris Gare du Nord","2","1","991","$991","USD","false","nightly","991","991","$991",,"USD",,"Room in hotel","4","https://www.airbnb.com/rooms/35335075"
"Paris, Ile de France, France","48.881","2.351","Twin Room - Avalon Paris Gare du Nord","2","1","991","$991","USD","false","nightly","991","991","$991",,"USD",,"Room in hotel","4.5","https://www.airbnb.com/rooms/27390057"
"Paris, Île-de-France, France","48.86994","2.29711","Beau Studio 2 personnes à deux pas des champs Elysées","2","1","744","$744","USD","false","nightly","744","744","$744",,"USD",,"Room in boutique hotel",,"https://www.airbnb.com/rooms/35372977"
"Paris, Île-de-France, France","48.87367","2.34799","Hotel Aida Opera - Double Sup - Paris Centre","2","1","1190","$1190","USD","false","nightly","1190","1190","$1,190",,"USD","0","Room in hotel",,"https://www.airbnb.com/rooms/50672723"
"Paris, Île-de-France, France","48.86374","2.3692","BEAUTIFUL ROOM IN APPARTMENT NEAR + LE MARAIS +","4","1","99","$99","USD","false","nightly","67","99","$99","20","USD","12","Private room in rental unit","5","https://www.airbnb.com/rooms/40221583"
"Saint-Denis, Île-de-France, France","48.94311","2.35532","Chambre voyageur Proche Paris / Metro 13","1","1","46","$46","USD","false","nightly","31","46","$46","15","USD","0","Private room in home","5","https://www.airbnb.com/rooms/49604698"
"Paris, Île-de-France, France","48.853","2.401","JO&JOE - 1 Bed in a 6-8 people mixed shared room","1","1","74","$74","USD","false","nightly","74","74","$74",,"USD","0","Shared room in hostel","4.5","https://www.airbnb.com/rooms/45343617"
"Pantin, Île-de-France, France","48.89151","2.4088","Chambre couple","2","1","90","$90","USD","false","nightly","69","90","$90","10","USD","11","Private room in home","4.5","https://www.airbnb.com/rooms/30330551"
"Choisy-le-Roi, Île-de-France, France","48.76963","2.40918","Room private🚊⚪️15min paris centre & Orly aéroport","2","1","72","$72","USD","false","nightly","58","72","$72","5","USD","9","Private room in rental unit","4.5","https://www.airbnb.com/rooms/51165639"
"Paris, Île-de-France, France","48.891","2.376","Cozy single room at Paris","1","1","122","$122","USD","false","nightly","122","122","$122",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/39721376"
"Courbevoie, Île-de-France, France","48.89663","2.23414","idéal pour vos séjours","1","1","57","$57","USD","false","nightly","50","57","$57",,"USD","7","Private room in condo","4.5","https://www.airbnb.com/rooms/44210460"
"Neuilly-Plaisance, Île-de-France, France","48.856","2.5","Suite dans hôtel particulier, accès indépendant","2","1","89","$89","USD","false","nightly","89","89","$89",,"USD","0","Entire guest suite","5","https://www.airbnb.com/rooms/28572751"
"Puteaux, Île-de-France, France","48.88186","2.22753","★Charmant Studio Puteaux, La Défense, Aero School★","2","1","110","$110","USD","false","nightly","80","110","$110","30","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/39648276"
"Paris, Île-de-France, France","48.889","2.379","Bed in 8 Bed Dorm","1","1","46","$46","USD","false","nightly","46","46","$46",,"USD","0","Shared room in hostel","4","https://www.airbnb.com/rooms/42708744"
" Issy-les-Moulineaux, Île-de-France, France","48.82245","2.27255","Hotel Paris D'issy, Chambre Simple Affaires","1","1","118","$118","USD","false","nightly","118","118","$118",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/36450140"
"Asnières-sur-Seine, Île-de-France, France","48.91413","2.27315","Hotel SUB - Lit dans dortoir - Femmes","1","1","45","$45","USD","false","nightly","45","45","$45",,"USD","0","Shared room in hotel","5","https://www.airbnb.com/rooms/53693439"
"Créteil, Île-de-France, France","48.78097","2.45549","• The Créteil Shelter • studio insolite Lac de Créteil , proche de Paris centre","2","1","119","$119","USD","false","nightly","84","119","$119","35","USD","0","Entire rental unit","5","https://www.airbnb.com/rooms/52897332"
"Paris, ., France","48.891","2.376","Single · Cozy Room for 1 near the St Martin Canal","1","1","122","$122","USD","false","nightly","122","122","$122",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/32065185"
"Noisy-le-Grand, Île-de-France, France","48.85094","2.57018","Bedroom cosy close to Centrex Paris/Disneyland","1","1","61","$61","USD","false","nightly","52","61","$61",,"USD","9","Private room in home","5","https://www.airbnb.com/rooms/10691219"
"Paris, Île-de-France, France","48.889","2.379","Bed in 6 Bed Dorm Ensuite","1","1","49","$49","USD","false","nightly","49","49","$49",,"USD","0","Shared room in hostel","4","https://www.airbnb.com/rooms/42729848"
"Asnières-sur-Seine, Île-de-France, France","48.91294","2.27462","Hotel SUB - Lit dans dortoir - Hommes","1","1","45","$45","USD","false","nightly","45","45","$45",,"USD","0","Shared room in hostel","5","https://www.airbnb.com/rooms/53619997"
"Athis-Mons, Île-de-France, France","48.70489","2.38572","Chambre 1 privée avec balcon Paris Aéroport Orly","2","1","51","$51","USD","false","nightly","45","51","$51",,"USD","6","Private room in condo","4","https://www.airbnb.com/rooms/54083476"
"Jouy-en-Josas, Île-de-France, France","48.77148","2.17076","New and independent 2 rooms apartment","2","1","91","$91","USD","false","nightly","55","91","$91","25","USD","11","Entire rental unit","5","https://www.airbnb.com/rooms/27773716"
"Colombes, Île-de-France, France","48.92842","2.26614","coquette chambre à petits prix","1","1","40","$40","USD","false","nightly","35","40","$40",,"USD","5","Private room in rental unit","5","https://www.airbnb.com/rooms/1343719"
"Colombes, Île-de-France, France","48.91603","2.22564","Grande Appartement à colombes","1","1","64","$64","USD","false","nightly","50","64","$64","5","USD","9","Private room in rental unit","4.5","https://www.airbnb.com/rooms/53044416"
"Montgeron, Île-de-France, France","48.70588","2.46762","F1 entier Cosy à 20min de Paris, 1/4 Personnes","4","1","77","$77","USD","false","nightly","77","77","$77",,"USD","0","Entire rental unit","5","https://www.airbnb.com/rooms/30878231"
"Villebon-sur-Yvette, Île-de-France, France","48.697","2.217","chambre chez l'habitant oraux exams","1","1","63","$63","USD","false","nightly","35","63","$63","20","USD","8","Private room in home","5","https://www.airbnb.com/rooms/4535790"
"Paris, Île-de-France, France","48.87339","2.32621","Hôtel Folkestone Opera***Double Classique Terrasse","2",,,,,,,,,,,,,"Room in hotel",,"https://www.airbnb.com/rooms/46613475"
"Charenton Le Pont, Ile-de-France, France","48.82341","2.41476","bright & near a Buddhist Temple","2","1","199","$199","USD","false","nightly","124","199","$199","50","USD","25","Private room in bed and breakfast","5","https://www.airbnb.com/rooms/69444"
"Rueil-Malmaison, Île-de-France, France","48.88003","2.17458","Chambre dans bel appartement avec parking","2","1","75","$75","USD","false","nightly","64","75","$75",,"USD","11","Private room in rental unit","5","https://www.airbnb.com/rooms/54045557"
"Saint-Denis, Île-de-France, France","48.93804","2.35427","Cosy flat near Stade de France","4","1","163","$163","USD","false","nightly","74","163","$163","69","USD","20","Entire rental unit","4.5","https://www.airbnb.com/rooms/11643082"
"Rungis, Île-de-France, France","48.74563","2.34714","Room Rungis - Orly airport - Paris","1","1","60","$60","USD","false","nightly","53","60","$60",,"USD","7","Private room in condo","5","https://www.airbnb.com/rooms/6144981"
"Gagny, Île-de-France, France","48.88465","2.53118","Appartement neuf proche Paris 20mn","1","1","40","$40","USD","false","nightly","29","40","$40","5","USD","6","Private room in condo","5","https://www.airbnb.com/rooms/29029325"
"Saint-Denis, Île-de-France, France","48.92789","2.36471","RED room ""Ma SuK""","2","1","124","$124","USD","false","nightly","64","124","$124","45","USD","15","Private room in bed and breakfast","4","https://www.airbnb.com/rooms/51819085"
"MASSY, France","48.726","2.265","Studio (2 People)","2","1","109","$109","USD","false","nightly","109","109","$109",,"USD","0","Room in aparthotel","4","https://www.airbnb.com/rooms/48391108"
"Courbevoie, Île-de-France, France","48.89952","2.2616","Chambre à deux pas de Paris - La Défense","4","1","130","$130","USD","false","nightly","79","130","$130","35","USD","16","Private room in rental unit","4.5","https://www.airbnb.com/rooms/7925467"
"Orly, Île-de-France, France","48.74492","2.398","⭐ORCHIDÉE ⭐Appart Haut Standing ⭐ALL INCLUSIVE⭐","4","1","134","$134","USD","false","nightly","88","134","$134","46","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/49805195"
"Verrières-le-Buisson, Île-de-France, France","48.74683","2.27267","Vous ne serez pas déçu","1","1","68","$68","USD","false","nightly","40","68","$68","20","USD","8","Private room in condo","5","https://www.airbnb.com/rooms/45647305"
"Nanterre, Île-de-France, France","48.88219","2.19576","Chambre sur le Mont Valérien","1","1","54","$54","USD","false","nightly","47","54","$54",,"USD","7","Private room in villa","4.5","https://www.airbnb.com/rooms/53289980"
"Tremblay-en-France, Île-de-France, France","48.97842","2.50968","Chambre double hors petit déjeuner Parc des expos","2","1","90","$90","USD","false","nightly","79","90","$90",,"USD","11","Room in boutique hotel","3.5","https://www.airbnb.com/rooms/23014866"
"Bobigny, Île-de-France, France","48.90748","2.44378","Just for sleep, Parisian male dorm room by metro 5","1","1","23","$23","USD","false","nightly","20","23","$23",,"USD","3","Shared room in rental unit","4","https://www.airbnb.com/rooms/52301300"
"Longjumeau, Île-de-France, France","48.694","2.294","STUDIO L2🌟ECOLO🌟WIFI HAUT DEBIT🌟NETFLIX","2","1","107","$107","USD","false","nightly","53","107","$107","41","USD","13","Entire rental unit","4.5","https://www.airbnb.com/rooms/21732429"
"Arcueil, Île-de-France, France","48.80427","2.33403","Appartement Charly confortable au calme","4","1","154","$154","USD","false","nightly","119","154","$154","35","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/34060312"
