"address","location/lat","location/lng","name","numberOfGuests","pricing/nights","pricing/rate/amount","pricing/rate/amountFormatted","pricing/rate/currency","pricing/rate/isMicrosAccuracy","pricing/rateType","pricing/totalPrice/accommodation","pricing/totalPrice/amount","pricing/totalPrice/amountFormatted","pricing/totalPrice/cleaningFee","pricing/totalPrice/currency","pricing/totalPrice/guestFee","roomType","stars","url"
"Vitry-sur-Seine, Île-de-France, France","48.77654","2.39827","Sanitized Wonderful Paris 4","2","1","99","$99","USD","false","nightly","35","99","$99","50","USD","14","Private room in home","4.5","https://www.airbnb.com/rooms/37314122"
"Colombes, Île-de-France, France","48.91877","2.23159","Chambre maison rénovée proche La Défense - Arena","2","1","94","$94","USD","false","nightly","82","94","$94",,"USD","12","Private room in villa","5","https://www.airbnb.com/rooms/52328626"
"Yerres, Île-de-France, France","48.71431","2.50545","Appartement au calme dans un parc arboré","2","1","68","$68","USD","false","nightly","60","68","$68",,"USD","8","Entire rental unit","4.5","https://www.airbnb.com/rooms/50387573"
"Boulogne-Billancourt, Île-de-France, France","48.84070570014952","2.2417624793206934","Agréable appartement avec place de parking","4","1","204","$204","USD","false","nightly","129","204","$204","50","USD","25","Entire rental unit",,"https://www.airbnb.com/rooms/53754577"
"Massy, Île-de-France, France","48.73009","2.27517","★ Coeur Massy ★ RER B/C: 600m - Orly:20 min","2","1","104","$104","USD","false","nightly","104","104","$104",,"USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/39912253"
"Maisons-Laffitte, Île-de-France, France","48.95964","2.16645","Cosy chambre privée avec parking gratuit au calme","2","1","85","$85","USD","false","nightly","64","85","$85","10","USD","11","Private room in rental unit","4.5","https://www.airbnb.com/rooms/52612108"
"Sarcelles, Île-de-France, France","48.97978","2.37948","Très belle vue à 20 minutes de Paris!","2","1","33","$33","USD","false","nightly","33","33","$33",,"USD","0","Private room in rental unit","4","https://www.airbnb.com/rooms/32759737"
"Bobigny, Île-de-France, France","48.9067","2.44341","Parsian ""Just for sleep - Duplex by metro 5 ""","1","1","22","$22","USD","false","nightly","19","22","$22",,"USD","3","Shared room in rental unit","4","https://www.airbnb.com/rooms/53365859"
"Argenteuil, Île-de-France, France","48.93474","2.21973","♥️Jacuzzi Privatif♥LOVE ROOM♥️ ♥️Terrasse♥NETFLIX❤","2","1","149","$149","USD","false","nightly","128","149","$149",,"USD","21","Entire guesthouse","5","https://www.airbnb.com/rooms/49149304"
"Issy-les-Moulineaux, Île-de-France, France","48.82412","2.272","Hotel Paris D'issy, Chambre Classique Vue sur Cour","2","1","133","$133","USD","false","nightly","133","133","$133",,"USD","0","Room in boutique hotel",,"https://www.airbnb.com/rooms/36450638"
"Villejuif, Île-de-France, France","48.78766","2.37293","Hommes/Men Room I - 1 Bed in a 6-Bed Men Dormitory","1","1","41","$41","USD","false","nightly","36","41","$41",,"USD","5","Shared room in condo",,"https://www.airbnb.com/rooms/52480067"
"Gennevilliers, Île-de-France, France","48.93353","2.29602","Studio sur Gennevilliers Village","3","1","90","$90","USD","false","nightly","79","90","$90",,"USD","11","Entire rental unit","4.5","https://www.airbnb.com/rooms/52838889"
"Créteil, Île-de-France, France","48.76518","2.47278","Chambre 2 lits Simples SDB Privative","2","1","77","$77","USD","false","nightly","77","77","$77",,"USD","0","Room in hotel","4","https://www.airbnb.com/rooms/43889362"
"Paray-Vieille-Poste, Île-de-France, France","48.7099","2.36985","HABILIS 3","2","1","62","$62","USD","false","nightly","49","62","$62","5","USD","8","Private room in home","5","https://www.airbnb.com/rooms/13285717"
"Levallois-Perret, Île-de-France, France","48.89292","2.29251","Studio pour 3 personnes situé à Levallois","3","1","132","$132","USD","false","nightly","132","132","$132",,"USD","0","Entire serviced apartment",,"https://www.airbnb.com/rooms/45525306"
"Courbevoie, Île-de-France, France","48.88976","2.25356","Charmant appartement T3 à la Defense proche métro","6","1","191","$191","USD","false","nightly","124","191","$191","40","USD","27","Entire rental unit","4.5","https://www.airbnb.com/rooms/52347287"
"Sèvres, Île-de-France, France","48.828","2.199","Guest house Sevres Ville d'Avray (TV, Jacuzzi)","2","1","90","$90","USD","false","nightly","59","90","$90","20","USD","11","Entire guesthouse","4.5","https://www.airbnb.com/rooms/53059775"
"Orly, Île-de-France, France","48.74506","2.40324","Cosy Studio w/ jacuzzi 2P - Orly, nearby Airport","2","1","178","$178","USD","false","nightly","128","178","$178","50","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/49048741"
"Palaiseau, IDF, France","48.72546","2.23833","Chambre dans pavillon à PALAISEAU proche Paris","1","1","29","$29","USD","false","nightly","25","29","$29",,"USD","4","Private room in home","4.5","https://www.airbnb.com/rooms/7885666"
"Argenteuil, Île-de-France, France","48.94526","2.24451","""Les Coquelicots""","2","1","90","$90","USD","false","nightly","69","90","$90","10","USD","11","Entire guesthouse","5","https://www.airbnb.com/rooms/12937042"
"Massy, Île-de-France, France","48.726","2.265","Large Studio (3 People)","3","1","120","$120","USD","false","nightly","120","120","$120",,"USD","0","Room in aparthotel","4","https://www.airbnb.com/rooms/48391790"
"Stains, IDF, France","48.94915","2.39394","* *Grande chambres proche de Paris* *","2","1","75","$75","USD","false","nightly","44","75","$75","20","USD","11","Private room in condo","4.5","https://www.airbnb.com/rooms/42773796"
"Jouy-en-Josas, Île-de-France, France","48.769","2.169","★Appart'Village Jouy La longère N°2 ★ RER C/ bus","3","1","83","$83","USD","false","nightly","83","83","$83",,"USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/10162878"
"Vitry-sur-Seine, Île-de-France, France","48.79083","2.40232","Studio indépendant de 25m2","2","1","119","$119","USD","false","nightly","99","119","$119","5","USD","15","Entire rental unit","4","https://www.airbnb.com/rooms/48104668"
"Créteil, Île-de-France, France","48.77189","2.45446","Grand F3 Atypique au bord du lac de Créteil","2","1","103","$103","USD","false","nightly","60","103","$103","30","USD","13","Private room in condo","5","https://www.airbnb.com/rooms/26321124"
"Vitry-sur-Seine, Île-de-France, France","48.80189","2.40218","Au PIED de la GARE aux PORTES de PARIS","4","1","215","$215","USD","false","nightly","134","215","$215","81","USD","0","Entire rental unit","4","https://www.airbnb.com/rooms/42225319"
"Châtenay-Malabry, Île-de-France, France","48.76409","2.26024","chambre au calme","2","1","63","$63","USD","false","nightly","55","63","$63",,"USD","8","Private room in rental unit","5","https://www.airbnb.com/rooms/7238319"
"Nanterre, Île-de-France, France","48.90143","2.21789","CHAMBRE LIT 2 PLACES ÉQUIPÉE TV + FIBRE OPTIQUE","2","1","149","$149","USD","false","nightly","129","149","$149","20","USD","0","Private room in rental unit","5","https://www.airbnb.com/rooms/11977339"
"Choisy-le-Roi, Île-de-France, France","48.76509","2.4037","Chambre privé 2 lits proche aéroport d’Orly","2","1","79","$79","USD","false","nightly","49","79","$79","20","USD","10","Private room in rental unit","4.5","https://www.airbnb.com/rooms/43727805"
"Villejuif, Île-de-France, France","48.78939","2.37176","Hommes/Men Room A - 1 Bed in a 6-Bed Men Dormitory","1","1","38","$38","USD","false","nightly","33","38","$38",,"USD","5","Shared room in condo","4.5","https://www.airbnb.com/rooms/52221141"
"Maisons-Alfort, Île-de-France, France","48.81012","2.43531","Chambre Double","2","1","121","$121","USD","false","nightly","121","121","$121",,"USD","0","Private room in bed and breakfast","5","https://www.airbnb.com/rooms/39999934"
"Bezons, Île-de-France, France","48.92697","2.21763","Studio proche de Paris et toutes commodités","1","1","57","$57","USD","false","nightly","50","57","$57",,"USD","7","Entire rental unit","4.5","https://www.airbnb.com/rooms/44261929"
"Villejuif, Île-de-France, France","48.78823","2.3716","Femmes/Women F - 1 Bed in a 4-Bed Women Dormitory","2","1","38","$38","USD","false","nightly","33","38","$38",,"USD","5","Shared room in condo","4","https://www.airbnb.com/rooms/53530391"
"Villeneuve-le-Roi, Île-de-France, France","48.73166","2.42417","F2 : Sauna/Hammam (SPA)/Vidéoprojecteur VLR/ORLY","2","1","121","$121","USD","false","nightly","88","121","$121","18","USD","15","Entire rental unit","4.5","https://www.airbnb.com/rooms/53822799"
"Saclay, Île-de-France, France","48.755","2.182","Chambre, salle d’eau et WC privés dans maison ind","1","1","58","$58","USD","false","nightly","50","58","$58",,"USD","8","Private room in home","5","https://www.airbnb.com/rooms/52141186"
"Le Kremlin-Bicêtre, Île-de-France, France","48.80859","2.36413","Appartement coloré à deux pieds de Paris","3","1","130","$130","USD","false","nightly","99","130","$130","15","USD","16","Entire rental unit","5","https://www.airbnb.com/rooms/51284010"
"Houilles, Yvelines, Île-de-France, France","48.922","2.183","AlloAppartMeublé_Petite perle à Houilles","3","1","93","$93","USD","false","nightly","59","93","$93","23","USD","11","Entire rental unit","5","https://www.airbnb.com/rooms/32111890"
"Courbevoie, Île-de-France, France","48.88952","2.2519","Citadines La Défense Paris, Studio","2","1","127","$127","USD","false","nightly","127","127","$127",,"USD","0","Room in aparthotel",,"https://www.airbnb.com/rooms/46386583"
"Nanterre, Île-de-France, France","48.88817","2.20833","Appartement Cosy à la Défense - Nanterre","2","1","98","$98","USD","false","nightly","70","98","$98","16","USD","12","Private room in condo","5","https://www.airbnb.com/rooms/54261770"
"Chaville, Île-de-France, France","48.80899","2.18835","Chambre avec accès direct Paris et Versailles","1","1","81","$81","USD","false","nightly","59","81","$81","10","USD","12","Private room in rental unit",,"https://www.airbnb.com/rooms/42331190"
"Villecresnes, Île-de-France, France","48.73308","2.52011","Bedroom in House close to Paris  2","4","1","47","$47","USD","false","nightly","40","47","$47","7","USD","0","Private room in home","5","https://www.airbnb.com/rooms/29828495"
"Argenteuil, Île-de-France, France","48.936","2.22","♥️MAISONETTE♥️JACUZZI privatif❤Terrasse❤Netflix♥️","2","1","135","$135","USD","false","nightly","118","135","$135",,"USD","17","Entire guesthouse","5","https://www.airbnb.com/rooms/48284417"
"Villejuif, Île-de-France, France","48.78986","2.37188","Hommes/Men Room C - 1 Bed in a 6-Bed Men Dormitory","1","1","40","$40","USD","false","nightly","35","40","$40",,"USD","5","Shared room in condo","5","https://www.airbnb.com/rooms/52243181"
"Chilly-Mazarin, Île-de-France, France","48.69962","2.31683","Studio proche ORLY/ MASSY/SANOFI tout confort.","2","1","80","$80","USD","false","nightly","55","80","$80","15","USD","10","Entire rental unit","4.5","https://www.airbnb.com/rooms/41687231"
"Villejuif, Île-de-France, France","48.78787","2.37306","Hommes/Men Room E - 1 Bed in a 6-Bed Men Dormitory","1","1","38","$38","USD","false","nightly","33","38","$38",,"USD","5","Shared room in condo","4.5","https://www.airbnb.com/rooms/52204663"
"Villepinte, Île-de-France, France","48.95172","2.53517","Chambre indépendante avec accès privé","2","1","79","$79","USD","false","nightly","69","79","$79",,"USD","10","Private room in home","5","https://www.airbnb.com/rooms/45191144"
"La Courneuve, Île-de-France, France","48.921","2.408","Chambre ds un pavillon Chaleureux proche de Paris","1","1","54","$54","USD","false","nightly","32","54","$54","15","USD","7","Private room in home","5","https://www.airbnb.com/rooms/691753754120188700"
"Villejuif, Île-de-France, France","48.78753","2.3716","Hommes/Men Room B - 1 Bed in a 6-Bed Men Dormitory","1","1","36","$36","USD","false","nightly","32","36","$36",,"USD","4","Shared room in condo","4.5","https://www.airbnb.com/rooms/52222546"
"Aulnay-sous-Bois, Île-de-France, France","48.95686","2.49231","Appartement cosy avec parking extérieur gratuit","2","1","85","$85","USD","false","nightly","69","85","$85","5","USD","11","Entire rental unit","4.5","https://www.airbnb.com/rooms/53313445"
"Pantin, Île-de-France, France","48.893","2.419","Pantin-Paris","2","1","107","$107","USD","false","nightly","84","107","$107","10","USD","13","Private room in home","4.5","https://www.airbnb.com/rooms/8480426"
"Fontenay-aux-Roses, Île-de-France, France","48.79063","2.28489","Grande chambre privée","2","1","68","$68","USD","false","nightly","58","68","$68",,"USD","10","Private room in rental unit","5","https://www.airbnb.com/rooms/41055785"
"Issy-les-Moulineaux, Île-de-France, France","48.82244","2.27332","Hotel Paris D'issy, Chambre Classique Vue Ville","2","1","128","$128","USD","false","nightly","128","128","$128",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/36450485"
"Gennevilliers, Île-de-France, France","48.93316","2.29765","Chambre privée (92). Proche de Paris et de métro","2","1","73","$73","USD","false","nightly","64","73","$73",,"USD","9","Private room in rental unit","5","https://www.airbnb.com/rooms/48087570"
"Paris, Île-de-France, France","48.889","2.379","Bed in 4 Bed Dorm","1","1","49","$49","USD","false","nightly","49","49","$49",,"USD","0","Shared room in hostel","4","https://www.airbnb.com/rooms/42729964"
"Le Pré-Saint-Gervais, Île-de-France, France","48.88232","2.40279","Chambre Double Douche 1","2","1","135","$135","USD","false","nightly","118","135","$135",,"USD","17","Room in hotel","4","https://www.airbnb.com/rooms/48354802"
"Montmorency, Île-de-France, France","48.97432","2.30872","Ilot de tranquillité aux portes de Paris.","2","1","58","$58","USD","false","nightly","36","58","$58","15","USD","7","Entire rental unit","4.5","https://www.airbnb.com/rooms/31143639"
"Rueil-Malmaison, Île-de-France, France","48.87996","2.17236","Chambre dans un bel appartement à 25mn de l’Etoile","2","1","73","$73","USD","false","nightly","64","73","$73",,"USD","9","Private room in rental unit","5","https://www.airbnb.com/rooms/22549732"
"Maisons-Alfort, Île-de-France, France","48.8102","2.4372","Chambre Exécutive","2","1","125","$125","USD","false","nightly","125","125","$125",,"USD","0","Private room in bed and breakfast","5","https://www.airbnb.com/rooms/39999762"
"Montreuil, Île-de-France, France","48.86568","2.431","Chambre proche Paris","2","1","74","$74","USD","false","nightly","60","74","$74","5","USD","9","Private room in rental unit","5","https://www.airbnb.com/rooms/42444003"
"Vincennes, Île-de-France, France","48.84526","2.42908","Maison 90m2 avec jardin, 5pièces, metro1 Berault","9",,,,,,,,,,,,,"Entire townhouse","5","https://www.airbnb.com/rooms/23281000"
"Paris, Île-de-France, France","48.83789","2.25974","Chambre pour deux personnes - Porte Saint Cloud","2","1","133","$133","USD","false","nightly","133","133","$133",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/46230392"
"Gentilly, Île-de-France, France","48.816","2.338","JO&JOE - 1 Bed in a 12 female shared room","1","1","71","$71","USD","false","nightly","71","71","$71",,"USD","0","Shared room in hostel","4.5","https://www.airbnb.com/rooms/32351368"
"Argenteuil, Île-de-France, France","48.93914","2.21918","Maison très agréable avec jardin","1","1","51","$51","USD","false","nightly","30","51","$51","15","USD","6","Private room in home","4.5","https://www.airbnb.com/rooms/48785186"
"Courbevoie, Île-de-France, France","48.89636","2.24489","Location T1 bis la Défense 6","2","1","98","$98","USD","false","nightly","74","98","$98","12","USD","12","Shared room in rental unit","5","https://www.airbnb.com/rooms/24755441"
"Aubervilliers, IDF, France","48.91829","2.38454","30m2 Room, near Stade de France and Paris","4","1","80","$80","USD","false","nightly","50","80","$80","20","USD","10","Private room in loft","4.5","https://www.airbnb.com/rooms/3846989"
"Paris, Île-de-France, France","48.89199","2.37749","1 LIT POUR 1 PERSONNE EN DORTOIR FEMMES. A PARIS","1","1","46","$46","USD","false","nightly","46","46","$46",,"USD","0","Shared room in hostel","4","https://www.airbnb.com/rooms/48089055"
"Paris, Île-de-France, France","48.83464","2.29279","Your Parisian appartment","2","1","98","$98","USD","false","nightly","71","98","$98","15","USD","12","Private room in rental unit","5","https://www.airbnb.com/rooms/35303464"
"Asnières-sur-Seine, Île-de-France, France","48.91443","2.27445","Hotel SUB - Chambre Double Confort","2","1","118","$118","USD","false","nightly","118","118","$118",,"USD","0","Room in hotel","4","https://www.airbnb.com/rooms/53619541"
"Villejuif, Île-de-France, France","48.78459","2.36668","chambre avec lit simple et salle de bain.","1","1","50","$50","USD","false","nightly","34","50","$50","10","USD","6","Private room in rental unit","5","https://www.airbnb.com/rooms/41148577"
"Courbevoie, Île-de-France, France","48.89957","2.25614","Bright clean, friendly shared Apt.","1","1","102","$102","USD","false","nightly","84","102","$102","5","USD","13","Private room in rental unit","5","https://www.airbnb.com/rooms/12594360"
"Paris, Île-de-France, France","48.89232","2.37673","1 LIT POUR 1 PERSONNE EN DORTOIR MIXTE. A PARIS","1","1","46","$46","USD","false","nightly","46","46","$46",,"USD","0","Shared room in hostel","4","https://www.airbnb.com/rooms/48129882"
"Vélizy-Villacoublay, Île-de-France, France","48.78","2.206","Studio Double 23m² Paris Vélizy****","2","1","83","$83","USD","false","nightly","83","83","$83",,"USD","0","Room in aparthotel","4.5","https://www.airbnb.com/rooms/50537023"
"Créteil, Île-de-France, France","48.79795","2.45665","Bedroom 3P in our house 10 min from Paris","3","1","42","$42","USD","false","nightly","37","42","$42",,"USD","5","Private room in townhouse","5","https://www.airbnb.com/rooms/53198963"
"Vitry-sur-Seine, Île-de-France, France","48.78889","2.38072","One room at big Paris area!","1","1","51","$51","USD","false","nightly","40","51","$51","5","USD","6","Private room in home","4.5","https://www.airbnb.com/rooms/15714656"
"Aulnay-sous-Bois, Île-de-France, France","48.95528","2.50589","Chbre double proche CDG/parc expo + TRANSFER","2","1","66","$66","USD","false","nightly","49","66","$66","9","USD","8","Private room in home","5","https://www.airbnb.com/rooms/35300319"
"Gentilly, Île-de-France, France","48.816","2.338","JO&JOE - 1 Bed in a 4-6 people mixed shared room","1","1","61","$61","USD","false","nightly","61","61","$61",,"USD","0","Shared room in hostel","4.5","https://www.airbnb.com/rooms/42852559"
"Neuilly-Plaisance, Île-de-France, France","48.851","2.514","Studio paisible en Bords de Marne RER A","2","1","108","$108","USD","false","nightly","108","108","$108",,"USD","0","Room in aparthotel","4.5","https://www.airbnb.com/rooms/49916664"
"Arcueil, Île-de-France, France","48.80729","2.33883","Studio  indépendant, mais des examens 5mn à pied","3","1","94","$94","USD","false","nightly","82","94","$94",,"USD","12","Entire rental unit","5","https://www.airbnb.com/rooms/22073919"
"Maisons-Alfort, Île-de-France, France","48.80099","2.43086","Cozy room 10 minutes from the heart of Paris","1","1","49","$49","USD","false","nightly","43","49","$49",,"USD","6","Private room in rental unit","5","https://www.airbnb.com/rooms/4099544"
"Saint-Ouen, Île-de-France, France","48.906","2.336","Room w/ terrace @Saint Ouen | MOB Hotel Craftsmen","2","1","109","$109","USD","false","nightly","109","109","$109",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/17615048"
"Bois-Colombes, Île-de-France, France","48.907","2.261","Large Studio (2 People) in Bois-Colombes Center","2","1","119","$119","USD","false","nightly","119","119","$119",,"USD","0","Room in aparthotel","4.5","https://www.airbnb.com/rooms/48409993"
"Paris, Île-de-France, France","48.89154","2.38022","Canal Paris","1","1","121","$121","USD","false","nightly","97","121","$121","9","USD","15","Private room in rental unit","4.5","https://www.airbnb.com/rooms/3630879"
"Antony, Hauts-de-Seine, France","48.756","2.305","Chambre Standard côté rue","2","1","98","$98","USD","false","nightly","98","98","$98",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/48440814"
"Tremblay-en-France, Île-de-France, France","48.96418","2.56256","Chambre privée proche de Paris, CDG AIRPORT et PDE","1","1","62","$62","USD","false","nightly","49","62","$62","5","USD","8","Private room in bed and breakfast","5","https://www.airbnb.com/rooms/27531704"
"Paris, Île-de-France, France","48.89455","2.37639","Chambre privée chez habitant à Paris 75019","1","1","51","$51","USD","false","nightly","45","51","$51",,"USD","6","Private room in rental unit","5","https://www.airbnb.com/rooms/53376599"
"Aulnay-sous-Bois, Île-de-France, France","48.95485","2.50777","Chbre proximité Paris/CDG/ Parc Expo + TRANSFER","1","1","51","$51","USD","false","nightly","36","51","$51","9","USD","6","Private room in home","5","https://www.airbnb.com/rooms/34414400"
"Clichy, Île-de-France, France","48.90246","2.30124","Superbe chambre privé situé à au centre de clichy","1","1","76","$76","USD","false","nightly","60","76","$76","7","USD","9","Private room in rental unit","4.5","https://www.airbnb.com/rooms/53131394"
"Paris, Île-de-France, France","48.89349336845713","2.3223006018590944","Paris 17e : Studio paisible sur cour","3","1","147","$147","USD","false","nightly","129","147","$147",,"USD","18","Entire rental unit","4.5","https://www.airbnb.com/rooms/45683968"
"Paris, Île-de-France, France","48.82098","2.36535","Pièce séparée rideau/ separate room with curtain","2","1","140","$140","USD","false","nightly","123","140","$140",,"USD","17","Private room in rental unit","5","https://www.airbnb.com/rooms/45444310"
"Paris, Île-de-France, France","48.84693","2.39702","One bed in 4-Bed Dorm - Shared Bathroom in Paris","1","1","80","$80","USD","false","nightly","80","80","$80",,"USD","0","Shared room in hostel","5","https://www.airbnb.com/rooms/49722268"
"Montrouge, Île-de-France, France","48.81478","2.30933","Spacieuse chambre double dans résidence calme","2","1","73","$73","USD","false","nightly","64","73","$73",,"USD","9","Private room in rental unit","5","https://www.airbnb.com/rooms/40585997"
"Paris, Île-de-France, France","48.84621","2.3951","1 bed in a 6 Female Dorm Shared Bathroom in Paris","1","1","80","$80","USD","false","nightly","80","80","$80",,"USD","0","Shared room in hostel","4.5","https://www.airbnb.com/rooms/49722180"
"Paris, Île-de-France, France","48.879","2.369","Generator - 1  Bed in Quadruple room","1","1","67","$67","USD","false","nightly","67","67","$67",,"USD","0","Shared room in hostel","4.5","https://www.airbnb.com/rooms/36064887"
"Paris, Île-de-France, France","48.83612","2.28644","Nice 13m2 room in a family flat","3","1","107","$107","USD","false","nightly","89","107","$107","5","USD","13","Private room in rental unit","5","https://www.airbnb.com/rooms/1216267"
"Paris, Île-de-France, France","48.84282","2.27867","Loue Canapé Lit (2 places) - Rent sofa bed (2 pax)","2","1","85","$85","USD","false","nightly","63","85","$85","11","USD","11","Shared room in rental unit","5","https://www.airbnb.com/rooms/4815080"
"Saint-Denis, Île-de-France, France","48.94234","2.3564","Chambre voyageur Proche Paris / Metro 13","1","1","45","$45","USD","false","nightly","30","45","$45","15","USD","0","Private room in home","4.5","https://www.airbnb.com/rooms/49239247"
"Nanterre, Île-de-France, France","48.89518","2.22672","Chambre avec salle de bain privée cœur La Défense","2","1","102","$102","USD","false","nightly","79","102","$102","10","USD","13","Private room in rental unit","4.5","https://www.airbnb.com/rooms/50048438"
"Paris, Île-de-France, France","48.87809","2.36816","Generator - 1 Bed in 8 Bed Dormitory","1","1","63","$63","USD","false","nightly","63","63","$63",,"USD","0","Shared room in hostel","4.5","https://www.airbnb.com/rooms/36063785"
"Vincennes, Île-de-France, France","48.847","2.431","L'auberge artistique du château","1","1","90","$90","USD","false","nightly","69","90","$90","10","USD","11","Private room in rental unit","4.5","https://www.airbnb.com/rooms/48769905"
"Paris, Île-de-France, France","48.863","2.294","巴黎铁塔公寓  55平米一室一厅","2","1","181","$181","USD","false","nightly","129","181","$181","30","USD","22","Entire rental unit","4.5","https://www.airbnb.com/rooms/51082126"
"Boulogne-Billancourt, Île-de-France, France","48.8375","2.247","Room with double bed, tennis-themed decoration","2","1","89","$89","USD","false","nightly","89","89","$89",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/49721419"
"Paris, France","48.89182","2.37347","Chambre confort, un grand lit BB A Paris (1)","2","1","124","$124","USD","false","nightly","124","124","$124",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/29987348"
"Saint-Ouen, Île-de-France, France","48.90496","2.3323","Chambre 12 m2 privative dans appartement partagé","2","1","43","$43","USD","false","nightly","38","43","$43",,"USD","5","Private room in rental unit","5","https://www.airbnb.com/rooms/30065223"
"Paris, Île-de-France, France","48.83535","2.28271","Chambre dans atelier d'artiste, Paris Expo à 2 pas","1","1","105","$105","USD","false","nightly","62","105","$105","30","USD","13","Private room in loft","5","https://www.airbnb.com/rooms/32349426"
"Paris, Île-de-France, France","48.88275","2.31647","Digital-Nomad Home Paris (St Lazare Station)","1","1","128","$128","USD","false","nightly","98","128","$128","12","USD","18","Entire rental unit","4.5","https://www.airbnb.com/rooms/13466699"
"Asnières, Île-de-France Region, France","48.90808","2.28847","Superior Single bed studio near Paris","1","1","103","$103","USD","false","nightly","103","103","$103",,"USD",,"Room in aparthotel","4.5","https://www.airbnb.com/rooms/31583756"
"Paris, Île-de-France, France","48.84181","2.31357","Dortoir Maraudeur Mixte/Mixed","1","1","65","$65","USD","false","nightly","65","65","$65",,"USD","0","Shared room in boutique hotel","4.5","https://www.airbnb.com/rooms/51210676"
"Paris, Île-de-France, France","48.88696","2.3353","Double room with shared bathroom","2","1","135","$135","USD","false","nightly","118","135","$135",,"USD","17","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/17890753"
"Paris, Île-de-France, France","48.87049","2.34703","MAISON LE BAC Apt. 103A","2","1","174","$174","USD","false","nightly","134","174","$174","40","USD","0","Entire rental unit","4.5","https://www.airbnb.com/rooms/36860792"
"Paris, Île-de-France, France","48.877","2.327","Grand Hôtel Du Havre*** Chambre Single Classique","1","1","132","$132","USD","false","nightly","132","132","$132",,"USD","0","Room in hotel","4","https://www.airbnb.com/rooms/46612618"
"Paris, Île-de-France, France","48.88062","2.32384","Hotel Astoria*** Twin room","2","1","132","$132","USD","false","nightly","132","132","$132",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/38897031"
"Paris, Île-de-France, France","48.885","2.333","Montmartre double room shared bathroom","2","1","135","$135","USD","false","nightly","118","135","$135",,"USD","17","Room in hotel","4.5","https://www.airbnb.com/rooms/17874801"
"Paris, Île-de-France, France","48.87042","2.36796","Appartement à République!","1","1","116","$116","USD","false","nightly","68","116","$116","34","USD","14","Entire rental unit","4.5","https://www.airbnb.com/rooms/48387615"
"Paris, IDF, France","48.86463","2.35155","Room for rent","2","1","169","$169","USD","false","nightly","84","169","$169","64","USD","21","Private room in rental unit","5","https://www.airbnb.com/rooms/7017089"
"Paris, Île-de-France, France","48.844","2.28","★ Superbe chambre double classique","2","1","130","$130","USD","false","nightly","130","130","$130",,"USD","0","Room in hotel","4","https://www.airbnb.com/rooms/13779431"
"Paris, Île-de-France, France","48.84293","2.31181","Dortoir Maraudeur Femme/Female","1","1","65","$65","USD","false","nightly","65","65","$65",,"USD","0","Shared room in boutique hotel","5","https://www.airbnb.com/rooms/51271532"
"Paris, Île-de-France, France","48.88067","2.36186","Guestroom Parisian flat - gare l'Est/ gare du Nord","2","1","134","$134","USD","false","nightly","102","134","$134","15","USD","17","Private room in bed and breakfast","5","https://www.airbnb.com/rooms/53040467"
"Pantin, Île-de-France, France","48.8974","2.40765","Chambre privée près de Paris","1","1","50","$50","USD","false","nightly","44","50","$50",,"USD","6","Private room in condo","5","https://www.airbnb.com/rooms/36546813"
"Paris, Île-de-France, France","48.83856","2.25897","Single room - Porte Saint Cloud","1","1","95","$95","USD","false","nightly","95","95","$95",,"USD","0","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/46230750"
"Paris, Île-de-France, France","48.831","2.32","★ Superbe chambre individuelle et confortable","1","1","109","$109","USD","false","nightly","109","109","$109",,"USD","0","Room in hotel","4.5","https://www.airbnb.com/rooms/45479061"
"Paris, Île-de-France, France","48.88284","2.32331","Hotel Astoria*** - Chambre Double room","2","1","132","$132","USD","false","nightly","132","132","$132",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38896737"
"Paris, Île-de-France Region, France","48.886","2.336","Cosy  Single room in  the heart of Montmartre","1","1","135","$135","USD","false","nightly","135","135","$135",,"USD",,"Room in boutique hotel","4.5","https://www.airbnb.com/rooms/31614860"
"Paris, Île-de-France, France","48.88079","2.33534","Hotel George*** Standard Single room","1","1","123","$123","USD","false","nightly","123","123","$123",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38928556"
"Paris, Île-de-France, France","48.87314","2.34253","Hotel 34B*** Standard Single room","1","1","134","$134","USD","false","nightly","134","134","$134",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38861217"
"Paris, Île-de-France, France","48.87952","2.33615","Hotel Lorette*** Standard Single room","1","1","130","$130","USD","false","nightly","130","130","$130",,"USD","0","Room in boutique hotel","5","https://www.airbnb.com/rooms/38928729"
